ChEMBL_ID,SMILES,MolecularWeight,MaxClinicalPhase,csp3_quota,AlogP
CHEMBL110739,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,346.47,3.0,0.81,2.67
CHEMBL1200851,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2.[Br-],370.29,4.0,0.588,2.03
CHEMBL1740071,C[n+]1ccc(C(=O)NCc2ccccc2)cc1,227.29,3.0,0.143,1.44
CHEMBL464792,CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O,328.41,3.0,0.2,4.61
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,465.95,4.0,0.435,3.36
CHEMBL1621,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,426.49,4.0,0.522,3.08
CHEMBL222863,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,584.66,4.0,0.897,-1.51
CHEMBL518520,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],482.51,4.0,0.3,0.91
CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,320.34,4.0,0.412,2.73
CHEMBL2360464,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],471.38,4.0,0.25,0.67
CHEMBL1201138,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],511.51,4.0,0.3,-0.73
CHEMBL1200875,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,427.93,4.0,0.333,4.41
CHEMBL1350,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,318.61,4.0,0.143,2.07
CHEMBL29292,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,308.38,2.0,0.5,0.53
CHEMBL1201001,CN(CCCl)CCCl.Cl,192.52,4.0,1.0,1.4
CHEMBL752,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,347.22,4.0,0.5,-1.86
CHEMBL2105420,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,284.36,4.0,1.0,-2.67
CHEMBL1619,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,285.69,4.0,0.5,-0.3
CHEMBL1200419,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,312.84,4.0,0.688,1.96
CHEMBL1425,Sc1ncnc2nc[nH]c12,152.18,4.0,0.0,0.64
CHEMBL376408,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],813.45,1.0,0.262,7.88
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.35,4.0,0.412,1.58
CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,287.36,4.0,0.471,3.38
CHEMBL1231871,O=C=O,44.01,3.0,0.0,-0.58
CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,167.2,4.0,0.0,0.6
CHEMBL590540,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,240.31,4.0,0.667,-0.81
CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,324.45,4.0,0.6,0.61
CHEMBL1569545,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,253.26,2.0,0.067,2.24
CHEMBL3186492,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,365.86,4.0,0.333,3.13
CHEMBL20684,COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1,371.42,2.0,0.056,3.34
CHEMBL460702,CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,512.9,2.0,0.08,5.19
CHEMBL1200656,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,665.73,4.0,0.636,0.12
CHEMBL1200861,O=C(O)[C@@H](O)[C@H](O)C(=O)O,150.09,4.0,0.5,-2.12
CHEMBL697,CN1C(=O)CC(C)(c2ccccc2)C1=O,203.24,4.0,0.333,1.33
CHEMBL1200339,CNC[C@H](O)c1cccc(O)c1.Cl,203.67,4.0,0.333,0.65
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,276.75,4.0,0.3,1.74
CHEMBL284348,Nc1ccncc1,94.12,4.0,0.0,0.66
CHEMBL92,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,807.89,4.0,0.558,3.26
CHEMBL1501,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,494.53,4.0,0.731,2.94
CHEMBL1200,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,308.42,4.0,0.588,2.95
CHEMBL1201142,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,267.35,4.0,0.385,1.9
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,327.12,4.0,0.0,3.86
CHEMBL441,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.34,4.0,0.727,1.35
CHEMBL1200885,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O.Cl,330.82,4.0,0.294,2.41
CHEMBL2107011,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,379.5,4.0,0.391,3.86
CHEMBL267894,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.28,4.0,0.727,1.18
CHEMBL706,CCCCCCCCCCCCCCCCO,242.45,4.0,1.0,5.46
CHEMBL1556,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,268.23,3.0,0.5,-2.27
CHEMBL1090173,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,397.87,1.0,0.3,2.89
CHEMBL1200988,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-],420.35,4.0,0.381,3.95
CHEMBL1200482,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O.[Na+],667.66,4.0,0.4,-1.11
CHEMBL1371770,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,298.35,4.0,0.375,1.53
CHEMBL1455,CN(C)c1nc(N(C)C)nc(N(C)C)n1,210.28,4.0,0.667,0.07
CHEMBL608,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,516.86,4.0,0.613,9.91
CHEMBL284642,Cc1c[nH]c2c(O)cc3c(c12)[C@H](CCl)CN3C(=O)c1cc2cc(NC(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(O)c5[nH]cc(C)c65)cc4c3)ccc2[nH]1,815.72,1.0,0.186,9.25
CHEMBL43452,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,273.25,4.0,0.231,-0.33
CHEMBL3545396,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,368.44,2.0,0.368,1.38
CHEMBL1201035,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,347.93,4.0,0.619,3.96
CHEMBL718,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,211.22,1.0,0.3,0.44
CHEMBL190,Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.17,4.0,0.286,-1.04
CHEMBL1433,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,444.44,4.0,0.409,-0.35
CHEMBL38380,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,291.38,3.0,0.357,1.22
CHEMBL1021,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,254.29,4.0,0.067,1.53
CHEMBL482811,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1.CS(=O)(=O)O,465.44,1.0,0.65,4.4
CHEMBL1091,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,404.5,4.0,0.783,2.35
CHEMBL94394,CCCCOc1ccc(CC(=O)NO)cc1,223.27,4.0,0.417,1.91
CHEMBL136800,O=C(c1ccc2nccnc2c1)N1CCCCC1,241.29,2.0,0.357,2.26
CHEMBL229128,Cc1ccccc1OCC(O)CO,182.22,4.0,0.4,0.73
CHEMBL1214598,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,477.42,3.0,0.318,5.18
CHEMBL1703,CN(C)C(=N)NC(=N)N.Cl,165.63,4.0,0.5,-1.03
CHEMBL1201098,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+].[Na+],619.6,4.0,0.412,-1.4
CHEMBL1201161,CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1,246.29,4.0,0.222,-0.21
CHEMBL1296,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,525.64,4.0,0.5,-0.65
CHEMBL1067,NC(=O)N1c2ccccc2CC(O)c2ccccc21,254.29,3.0,0.133,2.49
CHEMBL3187812,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,432.54,2.0,0.545,2.54
CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,319.88,4.0,0.5,4.81
CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,300.75,4.0,0.125,3.37
CHEMBL1893913,CCCCNC(=O)OCC#CI,281.09,2.0,0.625,1.91
CHEMBL4297305,Nc1ncnc2c1ncn2CCNCCCCCO,264.33,3.0,0.583,0.16
CHEMBL2105006,Ic1[nH]c(I)c(I)c1I,570.67,3.0,0.0,3.43
CHEMBL1201124,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,376.41,4.0,0.368,2.29
CHEMBL1186894,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,483.47,3.0,0.4,0.63
CHEMBL1707454,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,380.45,2.0,0.083,7.99
CHEMBL1200322,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,414.43,4.0,0.318,3.81
CHEMBL230006,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,470.69,2.0,0.867,6.41
CHEMBL1201066,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,313.87,4.0,0.647,3.04
CHEMBL803,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,243.22,4.0,0.556,-2.56
CHEMBL100259,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,244.2,3.0,0.556,-2.85
CHEMBL1289,Clc1cc(Cl)c(OCC#CI)cc1Cl,361.39,4.0,0.111,4.42
CHEMBL1256987,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+],538.7,4.0,0.806,5.67
CHEMBL1200709,C/C=C/C(=O)N(CC)c1ccccc1C,203.28,4.0,0.308,2.92
CHEMBL2105348,CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O,327.72,3.0,0.9,-1.63
CHEMBL858,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,292.24,3.0,0.6,-2.07
CHEMBL1266,c1ccc2c(c1)CCCC2C1=NCCN1,200.28,4.0,0.462,2.11
CHEMBL3678958,CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,443.56,3.0,0.333,4.04
CHEMBL219586,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,478.49,2.0,0.261,5.31
CHEMBL1364551,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl,371.31,4.0,0.412,2.2
CHEMBL582857,COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1,630.12,2.0,0.333,2.87
CHEMBL1689,Cl.c1ccc(CC2=NCCN2)cc1,196.68,4.0,0.3,1.23
CHEMBL383322,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,314.39,2.0,0.412,2.47
CHEMBL2096646,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],211.15,4.0,0.0,0.67
CHEMBL1200523,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1.[Na+],476.5,4.0,0.429,-0.64
CHEMBL295124,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,336.37,3.0,0.25,3.1
CHEMBL1200822,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,474.4,4.0,0.579,3.44
CHEMBL397420,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,353.33,4.0,0.158,3.52
CHEMBL862,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,246.1,4.0,0.111,1.55
CHEMBL1568057,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,520.6,4.0,0.455,1.13
CHEMBL515914,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,371.3,4.0,0.571,-1.74
CHEMBL305187,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,325.45,4.0,0.429,3.77
CHEMBL316561,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,334.42,4.0,0.5,2.3
CHEMBL225071,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,458.5,4.0,0.286,1.98
CHEMBL1256723,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,480.9,3.0,0.409,-0.35
CHEMBL666,O=C(O)P(=O)(O)O,126.0,4.0,0.0,-0.16
CHEMBL496634,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,330.51,2.0,0.5,6.77
CHEMBL4297849,C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1,591.66,3.0,0.464,5.12
CHEMBL4297265,O=C([O-])C1=CS[C@@H]2/C(=C\c3cn4c(n3)COCC4)C(=O)N12.[Na+],327.3,1.0,0.308,0.64
CHEMBL2107830,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,450.92,4.0,0.478,1.61
CHEMBL1200521,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,469.56,4.0,0.524,2.2
CHEMBL709,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,389.46,4.0,0.526,1.35
CHEMBL61593,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,389.89,4.0,0.429,1.23
CHEMBL1200503,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,750.71,4.0,0.606,3.19
CHEMBL1200715,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,297.83,4.0,0.562,3.15
CHEMBL1697782,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,472.58,4.0,0.704,3.34
CHEMBL364713,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,413.43,4.0,0.409,2.88
CHEMBL267227,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,314.47,2.0,0.619,5.74
CHEMBL1788132,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl,295.6,4.0,0.364,2.76
CHEMBL375611,N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,235.22,1.0,0.714,-2.1
CHEMBL902,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,337.46,4.0,0.375,-0.77
CHEMBL223360,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,375.41,3.0,0.048,4.9
CHEMBL70927,Cc1c(O)c(=O)ccn1C,139.15,4.0,0.286,0.4
CHEMBL1923234,C[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,356.22,1.0,0.118,3.63
CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.27,4.0,0.067,1.77
CHEMBL967,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,300.75,4.0,0.125,2.47
CHEMBL329123,CCCc1c(OCCCOc2cc(O)c(-c3ccc(F)cc3)cc2CC)cccc1Oc1ccccc1C(=O)O,544.62,2.0,0.242,8.05
CHEMBL23194,NCCCNCCCCNCCCN,202.35,0.5,1.0,-0.36
CHEMBL454801,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,863.36,3.0,0.559,17.85
CHEMBL277535,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,310.4,4.0,0.045,5.19
CHEMBL1172928,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,255.74,2.0,0.538,2.27
CHEMBL283120,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,414.41,2.0,0.409,2.41
CHEMBL1697753,CC(=O)Oc1ccccc1C(=O)O.NCCCCC(N)C(=O)O,326.35,3.0,0.4,1.31
CHEMBL427526,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,206.28,1.0,0.462,3.07
CHEMBL602,NCCS,77.15,4.0,1.0,-0.13
CHEMBL1330596,CC(N)(Cc1ccc(O)cc1)C(=O)O,195.22,3.0,0.3,0.74
CHEMBL4279521,Cc1nn(-c2cnc(OCC(C)C)c(Cl)c2)c2ccc(C(=O)NS(C)(=O)=O)cc12,436.92,1.0,0.316,3.11
CHEMBL3642985,Cc1nc(C#Cc2ccc(-c3cc(F)cc(C#N)c3)nc2)cs1,319.36,2.0,0.056,3.92
CHEMBL1092665,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1,355.41,2.0,0.5,1.77
CHEMBL4129286,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,545.46,2.0,0.5,0.98
CHEMBL4303611,O=C(/C=C/c1ccc2ccc(C(F)(F)F)cc2n1)c1ccncc1,328.29,1.0,0.056,4.54
CHEMBL1938400,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,700.29,2.0,0.2,7.8
CHEMBL3695568,COCC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,592.7,2.0,0.235,6.83
CHEMBL57004,CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12,343.52,2.0,0.571,4.87
CHEMBL1514,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,353.51,4.0,0.435,4.65
CHEMBL320775,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,284.34,3.0,0.071,2.36
CHEMBL2303613,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,584.68,4.0,0.35,1.0
CHEMBL535650,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,414.78,4.0,0.471,4.45
CHEMBL1201162,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,360.91,4.0,0.6,0.61
CHEMBL4442620,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=N)(=O)C3CC3)cc2)ncc1C(F)(F)F,430.45,2.0,0.444,3.96
CHEMBL885,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,247.25,4.0,0.5,-0.46
CHEMBL469448,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,180.16,2.0,1.0,-3.22
CHEMBL111272,N=C(N)NCc1cccc(F)c1,167.19,3.0,0.125,0.81
CHEMBL4594250,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,453.54,4.0,0.179,4.89
CHEMBL4297455,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,421.36,3.0,0.176,2.49
CHEMBL3975308,CC(C)(O)[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,418.46,1.0,0.455,5.16
CHEMBL1200910,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,309.35,4.0,0.231,1.62
CHEMBL1290,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,291.44,4.0,0.667,3.47
CHEMBL1465,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,280.32,4.0,0.167,4.04
CHEMBL2104136,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21.O=P(O)(O)O,398.83,4.0,0.333,4.87
CHEMBL513909,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,521.67,2.0,0.571,3.56
CHEMBL4594423,CN1CC[C@H](c2c(OP(=O)(O)O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,481.83,1.0,0.286,3.07
CHEMBL440498,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,425.89,2.0,0.316,3.21
CHEMBL551813,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,501.51,2.0,0.28,4.1
CHEMBL3349001,CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,477.52,2.0,0.28,5.47
CHEMBL2106794,NC(=O)N/N=C1\C=Cc2ccccc2C1=O,215.21,4.0,0.0,0.92
CHEMBL4297384,CCn1ncc2c(NC3CCOCC3)c(-c3nnc(Cc4sc(C)nc4C)o3)cnc21,439.55,1.0,0.476,3.76
CHEMBL2105710,CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)OC(C)C)s2)cc1,473.64,2.0,0.538,5.64
CHEMBL4297635,CCCCCc1cccc(CC(=O)O)c1,206.28,2.0,0.462,3.05
CHEMBL4297376,Cc1ccc(NS(=O)(=O)c2cccc(C#N)c2)c2[nH]cc(C#N)c12,336.38,2.0,0.059,3.02
CHEMBL1201260,C/N=C(\NC)NCc1ccccc1,177.25,4.0,0.3,0.98
CHEMBL1697767,OC(CNc1ccccn1)c1ccccc1,214.27,1.0,0.154,2.23
CHEMBL4650347,COCCCOc1cccc(C[S+]([O-])c2nc3cc4c(cc3[n-]2)OCC4)c1C.[Na+],422.48,3.0,0.381,3.53
CHEMBL3716057,COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,353.4,3.0,0.286,1.21
CHEMBL4297649,CC(C)COc1cc(F)cc(-c2ccc(C(=O)NS(=O)(=O)c3ccccc3)c(N3C[C@@H](C)CC3(C)C)n2)c1,539.67,2.0,0.379,5.67
CHEMBL30219,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],284.29,4.0,0.5,1.31
CHEMBL2031465,Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,417.51,1.0,0.375,2.34
CHEMBL4297523,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)cco3)c2c1,312.33,2.0,0.176,2.1
